item,kind,defining_package,defining_module,visibility,public_path,compilation_cells,execution_models,resource_profiles,capability_roles,requirements,current_path,migration_action,status
set_step_invoke_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_invoke_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_query_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_query_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_cancel_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_cancel_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_subscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_subscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_unsubscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_unsubscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_read_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_read_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_write_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_write_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_read_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_read_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_write_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_write_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_observe_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_observe_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_unobserve_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_unobserve_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_query_all_actions_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_query_all_actions_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_subscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_subscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_unsubscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_unsubscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
clear_read_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_read_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_write_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_write_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_observe_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_observe_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_unobserve_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_unobserve_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_invoke_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_invoke_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_query_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_query_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_cancel_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_cancel_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_subscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_subscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_unsubscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_unsubscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_read_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_read_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_write_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_write_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_read_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_read_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_write_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_write_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_observe_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_observe_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_unobserve_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_unobserve_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_query_all_actions_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_query_all_actions_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_subscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_subscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_unsubscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_unsubscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001|HANDLER-SUB-001,absent,add,frozen
clear_handlers,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::clear_handlers,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
ConsumedThingHandle,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ConsumedThingHandle,std,host-async,gateway-default-v1,consumer,API-SURFACE-001,servient/src/handle.rs,replace,frozen
CleanupExecutor,trait,clinkz-wot-servient,runtime,public,clinkz_wot_servient::CleanupExecutor,std,host-async,gateway-default-v1,all,HANDLE-DROP-001,absent,add,frozen
CleanupTask,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::CleanupTask,std,host-async,gateway-default-v1,all,HANDLE-DROP-001|BIND-HOST-CANCEL-001,absent,add,frozen
cleanup_executor,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ServientBuilder::cleanup_executor,std,host-async,gateway-default-v1,all,HANDLE-DROP-001|BIND-HOST-CANCEL-001,absent,add,frozen
poll_cleanup,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::Servient::poll_cleanup,std,manual-poll|host-async,gateway-default-v1,all,HANDLE-DROP-001|BIND-HOST-CANCEL-001,absent,add,frozen
ExposeState,state_record,clinkz-wot-servient,lifecycle,public,clinkz_wot_servient::ExposeState,no-default|async-no-std|std,manual-poll|host-async,all,producer,STATE-EXPOSE-001,absent,add,frozen
CompiledPlanSetState,state_record,clinkz-wot-servient,plan_set,public,clinkz_wot_servient::CompiledPlanSetState,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-SET-001,absent,add,frozen
BindingRegistrationSnapshot,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-INDEX-001|PLAN-SET-001|PLAN-ARTIFACT-001|BIND-REG-001|BIND-MEM-001,absent,add,frozen
CompiledPlanSetRecord,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-CACHE-001|PLAN-SET-001|PLAN-ARTIFACT-001,absent,add,frozen
PlanSetLease,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-SET-001,absent,add,frozen
LazyBindingArtifactState,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,consumer,PLAN-LAZY-001|PLAN-CACHE-001|PLAN-ARTIFACT-001,absent,add,frozen
LazyBindingArtifactSlot,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,consumer,PLAN-LAZY-001|PLAN-CACHE-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingCompilerLease,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,consumer,PLAN-CACHE-001|PLAN-ARTIFACT-001,absent,add,frozen
PlanReclamationCursor,state_record,clinkz-wot-servient,plan_set,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-CACHE-001|PLAN-SET-001|CONSTRAINED-WORK-001,absent,add,frozen
ExposedThingRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer,STATE-EXPOSE-001,servient/src/registry.rs,replace,frozen
BindingRouteRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer,STATE-BIND-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
InFlightRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,producer,STATE-INFLIGHT-001,absent,add,frozen
HostBindingCallRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-CALL-CANCEL-001|BIND-MEM-001|CLEANUP-RECORD-001,absent,add,frozen
StaticServientRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,no-default|async-no-std|std,manual-poll,application-static,all,CONSTRAINED-STORAGE-001,absent,add,frozen
CleanupQueueRecord,state_record,clinkz-wot-servient,lifecycle,crate,-,no-default|async-no-std|std,manual-poll|host-async,all,all,CLEANUP-RECORD-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
GatewayDefaultV1,profile,clinkz-wot-foundation,resource,public,clinkz_wot_foundation::GatewayDefaultV1,std,host-async,gateway-default-v1,gateway,HOST-DEFAULT-001|RES-PROFILE-001,foundation/src/resource.rs,replace,frozen
DirectoryClientDefaultV1,profile,clinkz-wot-foundation,resource,public,clinkz_wot_foundation::DirectoryClientDefaultV1,std,host-async,directory-client-default-v1,directory-client,HOST-DEFAULT-002|RES-PROFILE-001,foundation/src/resource.rs,replace,frozen
BenchmarkStaticReferenceV1,profile,clinkz-wot-foundation,resource,public,clinkz_wot_foundation::BenchmarkStaticReferenceV1,no-default,manual-poll,benchmark-static-reference-v1,all,RES-PROFILE-001,foundation/src/resource.rs,replace,frozen
